key,code,CBLroom,LECroom,LABroom
10.009F1,,"CC1"
10.009F2,,"CC2"
10.009F3,,"CC3"
10.009F4,,"CC4"
10.009F5,,"CC5"
10.009F6,,"CC6"
10.009F7,,"CC7"
10.009F8,,"CC8"
10.009F9,,"CC9"
10.009F10,,"CC10"
,50.034,"CC13,CC14","LT2,LT5"
,50.003,"CC13,CC14"
,50.005,"CC13,CC14",,"LT2,LT5"
,50.012,"TT13,TT14",,"LEET"
,50.006,"TT13,TT14"
,50.017,"TT13,TT14"
